name,cuisines,rate,approx_cost(for two people),votes
Dhaba Bytes,North Indian,4.1,650.0,131
Azimmo Treat,"North Indian, Chinese",3.8,700.0,41
Lounge 189,"Continental, Italian",3.8,1300.0,157
Howrah Bridge,"Bengali, Seafood",3.3,600.0,292
Krutunga,"Andhra, Biryani",3.6,500.0,289
JFD Cafe,Cafe,2.8,400.0,37
Atithi,"North Indian, Chinese, Street Food",3.9,800.0,224
Hatti Punjab Di,"North Indian, Chinese",3.3,600.0,24
New Delicacy,"Chinese, Thai, Momos",3.7,500.0,86
M.M Restaurant,"Chinese, North Indian, Biryani",3.9,600.0,185
Rajesh Restaurant,"North Indian, Chinese, South Indian, Continental",3.5,700.0,59
A2B - Adyar Ananda Bhavan,"South Indian, North Indian, Chinese, Street Food, Fast Food",2.8,400.0,484
Keep It Straight Cafe,"Cafe, North Indian, Fast Food",3.9,500.0,202
Luo Han,"Chinese, Thai",3.6,500.0,777
Urvashi,"South Indian, Chinese, Seafood, Biryani",0.0,600.0,0
New Prashanth Hotel,"South Indian, Biryani, Chinese, North Indian",3.1,750.0,53
Sarvam,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",3.6,550.0,121
Biriyani Zone,"Biryani, North Indian, Chinese, Seafood",3.9,800.0,668
Dindigul Time Pass Restaurant,"South Indian, North Indian, Chinese, Biryani",3.2,700.0,115
Grigliato,"Italian, Chinese, Continental, Steak",3.9,1000.0,716
The Spice Factory,"North Indian, Mughlai, Chinese",3.1,550.0,29
Bindu Garden Bar & Restaurant,"North Indian, Chinese",3.1,550.0,36
Canopy Flavours,"Cafe, Fast Food",2.6,450.0,49
Shri Madhuram,"South Indian, North Indian",3.9,400.0,371
Vasudev Adiga's,"South Indian, North Indian, Chinese, Street Food",3.7,250.0,532
Anjappar,"Chettinad, South Indian",2.9,650.0,304
Hotel Junior Kuppanna,"Chettinad, South Indian",3.1,550.0,266
Fine Dine Restaurant,"North Indian, Kerala, Chinese",3.7,750.0,56
Hotel Bismillah,"Biryani, Chinese, Kebab, North Indian",0.0,400.0,0
Swathi Spice n Ice,"Andhra, North Indian, Chinese",3.5,700.0,166
Aaranya Restaurant,"North Indian, Chinese, Mughlai",3.4,800.0,212
Cinnamon,"North Indian, Chinese, Biryani",3.9,550.0,450
Nandhini Deluxe,"Andhra, North Indian",3.6,800.0,95
HSR Agarval Bhavan,"South Indian, Street Food, Fast Food, Desserts, Beverages",3.2,400.0,68
Healthy Yummy Food Restaurant,"Beverages, North Indian, Chinese, Italian",3.6,900.0,16
Punjabi Tadka,"North Indian, Chinese",2.8,400.0,188
The Open Cafe,"Cafe, Chinese, Continental",3.7,500.0,15
Cafe Coffee Day,Cafe,3.8,650.0,36
Reddy's Restaurant,"Andhra, Biryani, South Indian, Chinese",3.7,500.0,141
Hotel Dine City,"North Indian, South Indian, Chinese, Arabian",3.5,800.0,83
Kuttanadu,"Kerala, Chinese, Seafood, North Indian",2.8,700.0,261
That Garage Cafe,"Cafe, Italian, Continental, European, Biryani, Chinese",3.1,650.0,102
Brimstone Cafe,"Cafe, Continental, Salad, Italian",4.0,1300.0,390
Sree Abhiruchi,"Andhra, Biryani, North Indian",2.6,600.0,20
Feastaurant,"Bengali, Chinese",3.7,800.0,27
Meeraa's Beegara Oota,"South Indian, Biryani, Chinese",3.8,550.0,258
Gold Bean,Cafe,2.5,550.0,113
Bengaluru House,South Indian,2.6,700.0,21
The Egg Factory,"Continental, American",4.0,750.0,136
Biriyani Bungalow,"Biryani, North Indian",3.2,600.0,4
Foodiesthan,"Cafe, Fast Food, North Indian",3.7,600.0,59
Rock View Family Restaurant,"North Indian, Chinese",3.3,700.0,8
Hotel Reddy Bhavan,"Biryani, North Indian, Chinese, Andhra",3.4,300.0,11
Poorvika Restro Cafe,"Chinese, North Indian",3.7,700.0,76
Reddy's Paradise,Andhra,3.1,700.0,46
Mak n Vak - Fyn,"North Indian, Chinese",3.9,500.0,337
Golden Restaurant,"North Indian, Mughlai",3.4,750.0,411
Aroma Fine Dine,"North Indian, Mughlai, Chinese, South Indian",4.0,900.0,127
5th Main Cafe,"Cafe, Fast Food",3.5,250.0,15
A Bar,"North Indian, Continental",3.3,600.0,19
Kairos,"Cafe, Italian, European",3.8,1000.0,63
Anand Delhi Se,"North Indian, South Indian, Chinese",0.0,400.0,0
Royal Shark,"North Indian, Chinese",0.0,550.0,0
Copper Cafe & Grill,"Cafe, North Indian, Continental",0.0,500.0,0
Chaai Resto,"Tea, Beverages, Fast Food",3.9,250.0,92
PSV's Andhra Paradise,"Andhra, Chinese, North Indian, Hyderabadi",3.5,600.0,117
Sri Udupi Park,"South Indian, North Indian, Chinese, Beverages",4.0,300.0,64
Stark Bistro,"Continental, North Indian, Chinese, Burger, Pizza, Salad",3.6,850.0,30
Big Mama,"Cafe, Continental, Italian",3.3,600.0,6
Thalassery Mess,Kerala,3.3,300.0,7
UBCR Cafe & Resto,"Cafe, Burger, Continental, Chinese",3.6,500.0,17
Dum & Oven,"North Indian, Hyderabadi, Continental",3.7,600.0,29
7 Degrees North,North Indian,3.5,500.0,11
Nature's Nectar,"Continental, Healthy Food",3.7,600.0,38
Le Rosa Restaurant,"North Indian, Mughlai, Biryani",3.2,700.0,4
Indian Dhaba,"North Indian, Chinese",3.3,450.0,7
Rolex Food Palace Restaurant,"Chinese, North Indian, Arabian, Kerala",3.4,850.0,9
Mahek E Punjab,"North Indian, Chinese",3.1,500.0,7
World Of Kebabs,"Mughlai, Awadhi, Kebab",3.4,600.0,5
Punjab Di Shaan,North Indian,3.0,450.0,39
The Little Chef,"North Indian, Chinese",3.5,600.0,136
Foxtail Rodeo,"Chinese, Street Food",3.5,300.0,13
Dhaba Central,North Indian,3.3,650.0,5
Begum's Biriyani,"Biryani, North Indian, Chinese",3.2,500.0,4
Igloo Shakez & Bytez,"Beverages, Fast Food, Desserts",3.1,300.0,7
AAR Chinese And Grill Food Truck,"BBQ, Chinese",0.0,200.0,0
Rajsi Rasoi,"North Indian, Chinese",0.0,600.0,0
Cloud Foods,"BBQ, Biryani, Charcoal Chicken, Chinese, North Indian, Kerala, Seafood, Street Food",0.0,600.0,0
SSignature,"North Indian, South Indian, Chinese",0.0,800.0,0
Swad 'E' Punjab,"North Indian, Chinese, Mughlai",3.6,500.0,49
Shree Khana Khazana,"North Indian, Chinese, Rajasthani",3.9,450.0,356
Samaikya,"Andhra, Seafood, Biryani",3.9,900.0,533
Dragon's Kitchen,Chinese,3.1,500.0,248
Wangs Kitchen,Chinese,2.4,1000.0,438
Feaster,"Continental, Asian, Chinese, Italian, North Indian",3.8,600.0,88
SR Biriyani Palace,Andhra,3.3,300.0,8
Om Sai Baba Mess,South Indian,3.1,250.0,11
Talk Over Table Cafe,"Cafe, Italian, Beverages",3.7,500.0,86
Dakshin Flavors,"South Indian, North Indian",3.1,600.0,206
Bangaliana,Bengali,3.7,600.0,310
Navya's,"North Indian, Andhra, Chinese",2.9,600.0,46
Mumbai Tiffin,North Indian,4.4,400.0,1288
TRUE BLEU RESTO CAFE,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",4.2,400.0,70
Leon Grill,"Turkish, Arabian, Fast Food, Desserts, Healthy Food, Salad",4.3,450.0,1099
Charcoal Eats,"Mughlai, Biryani, Fast Food",4.0,500.0,54
Moolehatti Donne Biryani Mane,"Biryani, Chinese, North Indian, Kebab",3.6,400.0,218
Chaat Trail By Moti Mahal,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",3.9,300.0,46
Snakk That,"Burger, Beverages, Fast Food",3.9,250.0,54
KFC,"Burger, Fast Food",3.6,400.0,622
Punjabi Nukkad Pure Veg,"North Indian, Chinese, Juices",4.0,500.0,769
Hotel Salam,"North Indian, Chinese, Biryani",4.1,400.0,128
Raghavendra Tiffin,South Indian,4.4,150.0,222
Mirch,"North Indian, Biryani",3.7,400.0,94
Shree Muthahalli Veg,"South Indian, North Indian, Chinese, Juices, Ice Cream",4.1,300.0,842
The Tandoori Chai,"North Indian, Fast Food, Street Food, Beverages",3.9,400.0,60
California Burrito,"Mexican, Fast Food",4.1,400.0,110
Faasos,"North Indian, Biryani, Fast Food",3.9,500.0,355
Noon's,Biryani,4.2,300.0,162
Shankar Maanes Kitchen,"South Indian, Biryani, North Indian",3.8,500.0,33
Cheesy Juicy Burgers,"Burger, Fast Food",3.8,500.0,18
Polar Bear,"Ice Cream, Desserts, Beverages, Sandwich",4.0,400.0,221
Navya Foods,"North Indian, Fast Food",3.4,300.0,7
The Waffle Street,"Continental, Beverages, Burger, Coffee, Desserts",3.9,300.0,46
Tawa Ghar Ka,North Indian,3.8,350.0,331
Sri Dalma,"Oriya, Bengali",3.8,350.0,77
#L-81 Cafe,"Fast Food, Beverages",3.9,400.0,48
Kabab Magic,"North Indian, Kebab, Fast Food",3.1,500.0,282
Aao G Khao G,"North Indian, Chinese",3.5,200.0,11
Rasana,"Fast Food, North Indian",0.0,250.0,0
de Ranthal,Kerala,3.8,300.0,34
Madeena Hotel,"North Indian, Mughlai, Biryani",3.9,400.0,236
New Punjabi Dhaba,"North Indian, Chinese",3.9,300.0,783
Davanagere Benne Dose,South Indian,3.9,150.0,106
Make It Roll,"Rolls, Salad, Sandwich",3.8,400.0,33
Shubh Sweets,"Street Food, Mithai, Momos",3.9,400.0,331
Biryani Palace,"Biryani, Hyderabadi, Chinese",3.9,600.0,460
Tharavadu,"Chinese, North Indian, Kerala",3.8,400.0,83
McDonald's,"Burger, Fast Food",3.8,500.0,510
Telugu Velugu,"South Indian, Andhra",0.0,500.0,0
Uptown Sliders & Shakes,"Burger, Fast Food, Beverages",3.9,600.0,113
Families Food Court,"North Indian, Chinese, Biryani, Rolls",3.9,400.0,261
Donne Biriyani House,Biryani,3.8,200.0,278
YUNCHI,North Indian,0.0,300.0,0
Sri Krishna Sagar,"South Indian, North Indian, Chinese, Street Food, Juices",3.5,400.0,234
Masala Secret Eat WOW,"Street Food, Fast Food, Chinese, Momos",3.6,300.0,14
Basava Bhavana (B2),South Indian,0.0,200.0,0
Domino's Pizza,"Pizza, Fast Food",3.8,400.0,251
The Rasaganga,"South Indian, North Indian, Chinese, Street Food",3.9,300.0,163
Amrutha Sweets,"Street Food, Mithai",4.1,200.0,116
Ambur Star Briyani,"Biryani, Kebab",2.8,500.0,227
Northam's Pizza.Pita,"Italian, Pizza",4.1,450.0,672
Le Charcoal Xpress,"Arabian, BBQ, Rolls, Lebanese",4.0,500.0,164
Hotel Manu,"South Indian, Kerala, Chinese, North Indian",3.9,400.0,340
Khai Khai,Bengali,3.9,450.0,50
OMY Grill,"Biryani, Rolls, Fast Food",3.8,300.0,34
Trio Dosa Connect,"South Indian, Beverages",0.0,300.0,0
Second Wife Cafe,"Arabian, North Indian",3.8,400.0,61
Hotel Tanish,South Indian,3.7,250.0,15
Kaka-T-Cafe,"Arabian, Fast Food",4.0,400.0,60
The Sandwich Club,Fast Food,3.9,250.0,88
Southinn,"South Indian, Fast Food, Chinese, North Indian, Street Food",3.8,250.0,190
Subway,"Salad, Fast Food",3.1,600.0,382
Yummy Pot,North Indian,0.0,300.0,0
99 Variety Dosa and Pav Bhaji,"South Indian, North Indian, Street Food",4.0,250.0,101
Pappu Chaiwalla,"Fast Food, Tea, Beverages",3.9,300.0,689
Spicy Kitchen,"Andhra, North Indian",3.8,500.0,63
Fun Kitchen,"North Indian, Chinese, Fast Food",3.8,400.0,90
Nandhanam Restaurant,"South Indian, Kerala",3.7,300.0,7
Chef Baker's,"Continental, Cafe, Desserts, Italian, Bakery",3.8,600.0,204
Garage Food Company,"Chinese, Momos",3.8,300.0,43
The Mylapore Cafe,"South Indian, Kerala",4.1,200.0,119
GrannyzHut,"Bengali, North Indian",3.4,350.0,8
Paratha Plaza,North Indian,3.8,250.0,184
Kachori Kafe,"Street Food, Mithai, Desserts, North Indian",3.2,300.0,571
Bangalore Cafe,"South Indian, Fast Food",3.7,400.0,197
Raichur Biryani House,"Biryani, North Indian, Chinese",3.8,400.0,283
Nutty Affair,Desserts,3.7,350.0,30
Udupi Palace,"South Indian, North Indian, Chinese, Street Food",3.7,400.0,446
Tasty Treat,"North Indian, Chinese, Biryani, Rolls",3.1,400.0,131
Burger Mania,"Burger, Sandwich, Fast Food",0.0,400.0,0
WOW! Momo,"Tibetan, Momos",0.0,400.0,0
Bewiched,"Fast Food, Sandwich, Burger",3.4,300.0,10
Sree Bangalore Bhavan,South Indian,3.7,400.0,44
Foodzoo,"North Indian, Chinese, Street Food",3.6,300.0,123
Dr. Shawarma,"North Indian, Rolls, Street Food",3.5,200.0,4
Arogya,"South Indian, North Indian, Chinese",3.4,100.0,9
New Udupi Grand,"South Indian, North Indian, Chinese, Street Food",3.7,250.0,36
HSR SLV Fast Food,"South Indian, Fast Food",3.7,200.0,34
Tasty Noodle,"Chinese, Seafood",3.4,400.0,5
Mandya Gowdru Donne Biriyani,"Biryani, South Indian",3.8,350.0,282
Bihar Ki Shan,North Indian,3.8,300.0,347
Pizza Hut,"Pizza, Fast Food",3.1,750.0,452
Chaat Express,"Fast Food, North Indian",3.5,200.0,14
Ice Treat,"Juices, Ice Cream",3.8,200.0,43
Wheat House,"Kerala, South Indian, Fast Food",3.3,400.0,11
Donne Biriyani Mane,"Biryani, Kebab",3.2,400.0,23
Delite Chaat House,"Street Food, Gujarati",3.4,300.0,179
Rolls On Wheels,"Fast Food, Rolls, Momos",3.6,300.0,218
The Munch Box,"American, Chinese",0.0,300.0,0
Yo! Thali,"North Indian, South Indian, Chinese",3.5,400.0,4
Kakatiya's,"South Indian, Biryani",3.1,250.0,6
@Italy,"Italian, Pizza",3.5,700.0,40
Idli & Dosa Cafe,South Indian,2.6,200.0,91
Calvin's,Desserts,3.8,800.0,22
RotiCurry,"Street Food, North Indian",3.1,300.0,28
Wang's Xanadu Momo,"Tibetan, Chinese, Momos",3.8,250.0,14
Udupi Bhavan,"Chinese, North Indian, South Indian",3.8,400.0,171
Shawarma Hunt,Arabian,3.4,300.0,9
Spice of India & Chai Tales,"Biryani, North Indian, South Indian, Beverages",0.0,400.0,0
Hotel Palace,"Biryani, Chinese",3.7,250.0,24
Pizza Cart,Pizza,3.8,800.0,80
Juice Junction Food Court,"Juices, South Indian, Chinese, Fast Food",3.8,200.0,211
The Food Factory,"North Indian, Chinese",2.7,450.0,42
Momos Corner,Chinese,3.3,250.0,6
Murli,"North Indian, Chinese, Street Food, Fast Food, Mithai",3.7,500.0,79
TY Biryani,"Fast Food, Biryani",0.0,500.0,0
Laziz Pizza,"Fast Food, Burger, Pizza",0.0,400.0,0
Kolkata Roll & Fast Food,Fast Food,3.6,250.0,15
Aroma Cafe,"Rolls, Sandwich",0.0,300.0,0
Sagar Fast Food,"South Indian, North Indian, Street Food, Beverages",0.0,250.0,0
Wow Vada Pav,"Street Food, Burger, Fast Food",3.7,150.0,40
GKT Biryani World,"Biryani, Italian, BBQ",3.7,350.0,83
The Village Hotel,Kerala,3.5,450.0,14
Omleterian,"American, Continental",0.0,200.0,0
Special Taste 99 Varieties Dosa,"South Indian, Street Food",0.0,250.0,0
Fresh Kitchen,"North Indian, Chinese",0.0,400.0,0
Hotel Arogya,"South Indian, North Indian, Chinese",0.0,400.0,0
Zing Roll,"Rolls, Sandwich",0.0,300.0,0
Sri Gurudev Darshini,South Indian,3.5,150.0,13
Lazeez Corner,"North Indian, Mughlai, Chinese",3.1,500.0,7
Cafe Talkhouse,North Indian,3.8,0.0,23
Nellore Abhiruchi,"Biryani, South Indian",3.3,300.0,7
Indian Paratha Factory,North Indian,2.7,250.0,140
Chandu Dhaba,"Street Food, Chinese, Fast Food",3.8,250.0,40
Sri Upahara,South Indian,0.0,100.0,0
Kumbakonam Degree Coffee,South Indian,0.0,150.0,0
Mehek E Punjab,"North Indian, Chinese",0.0,400.0,0
Olives Restaurant,"South Indian, Chinese, North Indian",0.0,400.0,0
Delhi 6 Chaats,Street Food,0.0,200.0,0
The Biryani Palace,"Biryani, Andhra",3.0,500.0,12
New Punjabi Pure Veg Restaurant,North Indian,3.5,300.0,10
The Duke of Juices,"Juices, Beverages, Salad",2.8,200.0,5
AutoExpress - Hot Dogs,Fast Food,3.3,300.0,5
Khaja Military Hotel,"Biryani, Fast Food, South Indian",0.0,400.0,0
Hello Brother Hotel,"North Indian, Chinese",3.4,300.0,6
Zodiac Grills,"North Indian, Chinese",3.2,500.0,4
Nuty,"North Indian, Biryani",0.0,300.0,0
Krishna Grand,South Indian,3.2,200.0,42
Manashi Paratha & Pav Bhaji,"Fast Food, North Indian",0.0,200.0,0
Spice of Andhra,Andhra,3.7,500.0,41
Just Dosa,South Indian,3.7,200.0,34
Food Magic,"North Indian, Chinese",0.0,300.0,0
North Tadka Restaurant,"North Indian, Chinese",0.0,500.0,0
Spicy Menu,"Chinese, Thai",0.0,250.0,0
Bangarpet Chats,Street Food,3.3,100.0,5
Juice & Burger Cafeteria,"Fast Food, Beverages",0.0,300.0,0
Hotel SRV,"South Indian, Biryani",0.0,300.0,0
Serene Restaurant,North Indian,0.0,300.0,0
Metro Fast Food,"Biryani, Kebab",0.0,300.0,0
Yaadgar Biriyani,"North Indian, Biryani",0.0,600.0,0
Dosa Mania,"South Indian, Fast Food",0.0,200.0,0
New GFC Dum Biryani,"Biryani, South Indian",0.0,250.0,0
Malabar Hub,"Biryani, Kerala",0.0,500.0,0
Hot Zone,"Fast Food, South Indian",0.0,200.0,0
Nandini Cafe,Fast Food,0.0,200.0,0
Dawn Cafe,"Fast Food, Beverages",0.0,200.0,0
Shades Of Coffee,"Desserts, Sandwich, Fast Food, Beverages",0.0,300.0,0
Shakar Maanes Kitchen,"South Indian, North Indian, Chinese",0.0,300.0,0
Just Bake,"Bakery, Desserts",3.4,400.0,7
Goli Vada Pav No. 1,Street Food,3.8,200.0,69
Five Star Chicken,"Fast Food, Burger",3.7,300.0,82
Wedding Biryani,"Biryani, Kebab",0.0,600.0,0
Punjabi Unplugged,North Indian,0.0,500.0,0
Biryani Rooh-e-Khaas,"Biryani, Mughlai",0.0,500.0,0
Pavan Tiffin Center,South Indian,3.3,300.0,8
Yang Ming,Chinese,0.0,400.0,0
Samosa Singh,"North Indian, Mithai",0.0,250.0,0
Moradabadi Special Biryani,Biryani,3.4,250.0,6
Ithaa's Biriyani,"Biryani, Chinese, North Indian",3.4,500.0,12
ChopServe,Chinese,3.5,300.0,5
Sandwich Truffles,Fast Food,3.3,400.0,8
Muziris,Kerala,3.6,250.0,24
Bangarpet Chats,Street Food,3.3,150.0,9
Panchamuki Fastfood,"South Indian, Beverages",3.5,300.0,12
Rayaan's Restaurant,"North Indian, Chinese, Arabian",3.6,500.0,155
Saahib,"Fast Food, Rolls",3.9,300.0,89
Andhra Vantillu,"South Indian, North Indian",3.3,350.0,4
Ammi's Biryani,"Biryani, North Indian",2.8,500.0,114
Ambur Chicken Biryani,Biryani,3.1,250.0,9
Ande Ka Funda,"North Indian, Chinese, Rolls",3.3,200.0,5
Purani Dilli,"North Indian, Chinese",3.2,300.0,4
House of Mandarin,Chinese,3.3,300.0,4
Shiny Veg Kitchen,"North Indian, South Indian, Chinese",0.0,300.0,0
Amma's Cafe,Fast Food,3.2,300.0,6
SS Food Point,"South Indian, Biryani",0.0,250.0,0
Ambur Biryani,"South Indian, Fast Food",3.2,450.0,5
Fry Factory,Fast Food,0.0,250.0,0
Ambur Tasty Biriyani,Biryani,3.2,200.0,4
Shree Upahara Veg,South Indian,0.0,200.0,0
Best Biryani,"North Indian, Biryani",0.0,500.0,0
Snaiksa Foods,"North Indian, South Indian",0.0,300.0,0
Chattar Mattar,"North Indian, Chinese",3.5,150.0,11
Swadisht North Indian Restaurant,North Indian,3.2,200.0,23
Meat and Eat,"Fast Food, Burger",3.0,500.0,52
As On Fire,"Pizza, Fast Food, BBQ",3.8,400.0,174
Cafe Madhura,South Indian,3.8,200.0,59
Juicemaker,"Beverages, Fast Food",3.7,400.0,68
Go Italia,"Italian, Pizza, Fast Food",0.0,500.0,0
Punjabi Handi,"North Indian, Chinese",2.9,400.0,19
Donne Biriyani House,"Biryani, South Indian",3.2,400.0,73
DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,"Fast Food, Juices, Chinese",3.2,200.0,67
Zaikedar Kitchen,North Indian,3.2,400.0,17
Village Kitchen,"South Indian, Kerala, Chinese",0.0,250.0,0
Dakshin Sagar,"South Indian, North Indian, Chinese, Street Food",3.1,400.0,325
Chaat Street,"Street Food, North Indian",3.8,250.0,192
Indori Zaika,North Indian,2.8,300.0,105
Classic Biryani Hut,"Biryani, Fast Food",3.4,300.0,10
Biriyani's House,"Biryani, North Indian",0.0,200.0,0
Kadavu Shappu Currys,Kerala,3.3,400.0,50
Familiar Food Court,"Mughlai, Chinese, North Indian, South Indian, Beverages",2.6,0.0,43
Toping Twist,Chinese,0.0,200.0,0
SMS: Stop Making Sense,"Chinese, Continental, North Indian",0.0,400.0,0
The Fisherman's Wharf,"Seafood, Goan, North Indian, Continental, Asian",4.3,1400.0,4108
OPUS Club,"Continental, Italian, North Indian, Mexican",4.5,1900.0,1508
Foxtrot - House of Subculture,"Cafe, American, Asian, North Indian",4.4,1000.0,366
Barbeque Nation,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,1600.0,3614
Opus Food Stories,"Goan, Asian, North Indian, European, Continental",4.6,1500.0,178
Bistro Claytopia,"Cafe, American, Italian, Burger",4.1,600.0,1847
Little Italy,"Italian, Pizza",4.3,1500.0,715
Mimansa @ Foxtrot,Cafe,4.4,1000.0,190
Asia Alive - DoubleTree Suites By Hilton,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",4.1,2000.0,238
The Meal Story,"North Indian, Street Food",4.2,700.0,258
Mani's Dum Biryani,"Biryani, Kebab",3.9,750.0,374
Tapout Tavern,"American, Asian, Continental, North Indian, South Indian, Chinese",4.1,1200.0,326
SR Andhra Spicy House,Andhra,3.8,800.0,240
Akshaya Bar And Restaurant,"North Indian, South Indian, Chinese, Fast Food",0.0,600.0,0
The Alphaa,"Andhra, North Indian, Chinese, Biryani, Seafood",3.8,550.0,272
Abhiruchi Hotel,"North Indian, Biryani, Seafood",3.2,700.0,12
Pingara,"North Indian, Chinese, Mangalorean",3.8,550.0,93
Melange - Hotel Ekaa,"North Indian, Chinese, Continental, Mangalorean",3.2,900.0,427
The Food Therapy,"North Indian, South Indian, Continental, Chinese",0.0,1000.0,0
Sardarji Ka Dhaba,North Indian,4.0,250.0,754
Dande's Hyderabad Biryani,"Biryani, North Indian, Chinese",3.0,550.0,255
Bharat Kitchen,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",3.7,300.0,21
Spice It - Ibis Hotel,"Asian, Continental, European, Fast Food, North Indian, Mughlai, South Indian",3.0,1200.0,74
Wimpie Cafe & Restaurant,"North Indian, Mughlai, Biryani",0.0,600.0,0
The Burger Place,"Burger, Continental, Fast Food",3.8,400.0,26
Caife Coffee Point,"Beverages, Fast Food",0.0,0.0,0
The Modak,"North Indian, Street Food, Desserts, Chinese",3.6,400.0,19
D Fusion,"Fast Food, Chinese",3.5,400.0,9
Desi Flavours,"North Indian, Chinese, Biryani",3.9,400.0,121
The Hub - Ibis Hotel,"Finger Food, Fast Food",3.7,1500.0,51
New Kabab Zone,"North Indian, Fast Food",3.4,500.0,13
Royal Calcutta Restaurant,"North Indian, Chinese, Bengali",4.0,450.0,269
Meal & Biryani,"Andhra, South Indian",3.6,450.0,20
Ober Cafe,"Fast Food, Desserts",3.5,200.0,10
NMR Multicuisine Restaurant,"North Indian, Chinese, Arabian, Juices",3.6,550.0,9
Sri Balaji Andhra Mess,Andhra,0.0,300.0,0
My Tea House,"Continental, Asian",0.0,800.0,0
The Kitchen,North Indian,3.6,300.0,9
Salkara Arabian Delight & Bakes,"Arabian, Biryani, Beverages, Rolls",0.0,300.0,0
Sree Krishna Sagar Greens,"South Indian, Street Food, Chinese",2.8,300.0,33
Samrudhi,"Andhra, Chinese, North Indian",2.9,450.0,18
Dine With Singhs,"North Indian, Chinese",0.0,300.0,0
Chowpatty,"North Indian, Fast Food, Street Food",3.6,300.0,95
